repo_name,commit_sha,time_stamp,add_lib,rem_lib,commit_message,pattern,possible_reason,num,domain,type,is_migration,confidence,reason_label
aol/moloch,b40d66857e057f08709a3f79047c07eb0bfd773c,2018-07-27 19:08:31,eslint,types/node,"Squashed commit of the following:

commit cff208324c0068cb41491a066c0b5fbdb3fc2d04
Author: 31453 <elyse.rinne@teamaol.com>
Date:   Fri Jul 27 14:58:57 2018 -0400

    load saved reload interval from localstorage

commit b7db426b45b6361505578cae0d3ba96dcc4d93b1
Author: 31453 <elyse.rinne@teamaol.com>
Date:   Fri Jul 27 14:48:47 2018 -0400

    drag and drop

    drag groups
    drag clusters
    don't allow dropping if groups/clusters are filtered by a search term
    stop autorefresh when dragging

commit 481a8c66cb1a3a7fb4ac297571efb8aa0af72d80
Author: 31453 <elyse.rinne@teamaol.com>
Date:   Thu Jul 26 16:27:56 2018 -0400

    misc fixes

    fix settings page requesting settings twice
    fix settings page not showing the correct tab if no auth
    fix adding a cluster to a group clearing the active issues

commit 22029fc9002b634a64c5f2fa0f20e6ee0770d327
Author: 31453 <elyse.rinne@teamaol.com>
Date:   Thu Jul 26 15:03:30 2018 -0400

    cleanup

    use a single package.json for parliament
    eslint all of parliament and fix errors
    update makefile
    update readme

commit 670cc88912decc85c56e8903d097624ee228aa39
Author: 31453 <elyse.rinne@teamaol.com>
Date:   Wed Jul 25 17:12:54 2018 -0400

    add settings page and remove angular app

commit d46193fe16aba632681d814706a3b7cd3502e3a6
Author: 31453 <elyse.rinne@teamaol.com>
Date:   Fri Jul 20 16:46:14 2018 -0400

    parliament issues page

commit 3883ce3f33eab1ea230488b94385e6d12262f953
Author: 31453 <elyse.rinne@teamaol.com>
Date:   Fri Jul 20 12:36:38 2018 -0400

    only display first 5 issues for a cluster, then allow user to toggle more

commit bf36ba95e708c97c93b41451acec3e53e70ed7aa
Author: 31453 <elyse.rinne@teamaol.com>
Date:   Fri Jul 20 09:46:08 2018 -0400

    intercept response and logout user if there was a problem with the token

commit e532b41b6ba3880de2103d96d781e53802e4fc4f
Author: 31453 <elyse.rinne@teamaol.com>
Date:   Thu Jul 19 17:05:47 2018 -0400

    finish parliament page

commit 5e369381be05fd88292989348438d3f86784dc03
Author: 31453 <elyse.rinne@teamaol.com>
Date:   Wed Jul 18 16:57:40 2018 -0400

    add clusters to parliament page

commit 50c840fd2e67f1dd233be8e95e69f90e6d629ac6
Author: 31453 <elyse.rinne@teamaol.com>
Date:   Tue Jul 17 17:00:33 2018 -0400

    put some stuff on the parliament page

commit 3ca7db03ce13b1ea2879074f88f550931f527927
Author: 31453 <elyse.rinne@teamaol.com>
Date:   Mon Jul 16 17:50:12 2018 -0400

    initial vue parliament scaffolding WIP",eslint types/node,"Squashed commit of the following:
",3,Typescript&Testing,,1,0.8,
apache/brooklyn-ui,ee8bc89ad66dee13d350aecad8990fd343b69d2b,2018-10-30 12:56:29,date-fns,moment,"use date-fns instead of moment, much smaller footprint",date-fns moment,"
use date-fns instead of moment, much smaller footprint",13,Serialization,,1,1.0,SizeComplexity
apollostack/apollo-server,ccba8c87da54242dfdbc3008fdb97ee0772885db,2018-12-19 18:06:17,fast-json-stable-stringify,json-stable-stringify,"Switch `json-stable-stringify` to `fast-json-stable-stringify`. (#2065)

* refactor: switch `json-stable-stringify` to `fast-json-stable-stringify`

* chore: drop `@types/json-stable-stringify`

* Update CHANGELOG.md for #2065.",fast-json-stable-stringify json-stable-stringify,"
Switch `json-stable-stringify` to `fast-json-stable-stringify`.
(#2065)",3,Serialization,,1,0.99,
aravindavk/gdash,3921f48f2f9b08ce8f18cc129980183009a083c9,2020-09-22 10:38:15,dayjs,moment,"Migrate from MomentJS to DayJS (#15)

Signed-off-by: Aravinda Vishwanathapura <aravinda@kadalu.io>",dayjs moment,"
Migrate from MomentJS to DayJS (#15)",14,Serialization,,1,0.99,
ArkEcosystem/core,c66de4426b10c5974e61b8f6cd218916ded41b4c,2018-11-22 16:00:18,dayjs,moment,"refactor: replace moment with dayjs (#1461)

*       refactor: replace moment with dayjs

*      refactor: remove utc calls

*      fix: bad method calls

*      fix: bad method calls

*    fix: wording

*      chore: remove todo comments

*       fix: display date, not diff

*       refactor: render diff with pretty-ms

*      refactor: verbose pretty-ms output

*     chore: update yarn.lock

*        fix: check against the unix timestamp

*           refactor: use dayjs-ext for crypto to provide utc support

*      fix: proper coldstart check

*      fix: proper coldstart check

*      fix: proper coldstart check",dayjs moment,"
refactor: replace moment with dayjs (#1461)",14,Serialization,,1,0.99,
arso-project/archipel,a067bb163ea06a7ed9f10ccc8feaa5511d4156e2,2019-02-12 12:38:42,webpack,rollup,Move from rollup back to webpack.,webpack rollup,"
Move from rollup back to webpack.",3,Building&Web Framework,,1,0.99,
ArthurClemens/Polythene,4866d1eb7462426dbd2eab84db8cb142567260d8,2015-10-01 23:55:48,node-sass,sass,"Update package, use node-sass",node-sass sass,"Update package, use node-sassUpdate package, use node-sassUpdate package, use node-sass",7,UI,,1,0.8,
athm-fe/create-autofe-app,c1fe59195998e8b3dc8a7caac88bdcf69d504074,2020-01-08 07:47:50,terser-webpack-plugin,uglifyjs-webpack-plugin,feat: use terser-webpack-plugin for js,terser-webpack-plugin uglifyjs-webpack-plugin,"
feat: use terser-webpack-plugin for js",35,Codestyle&Web Framework,,1,0.99,
athm-fe/create-autofe-app,384d3a591b1fa83842fadfbe38a215a3bea04890,2019-11-13 02:32:14,sass,node-sass,feat: use dart-sass instead,sass node-sass,feat: use dart-sass insteadfeat: use dart-sass instead,40,UI,,1,0.99,
athm-fe/create-autofe-app,2ca252cfaa1c121e74438ceceb4d6a7d339b7bab,2019-11-19 02:24:09,node-sass,sass,feat: resume node-sass,node-sass sass,feat: resume node-sassfeat: resume node-sassfeat: resume node-sass,7,UI,,1,0.8,
Automattic/wp-calypso,59e77ed870aff419911f6c01da469c4c8c372f99,2021-05-25 21:32:23,sass,node-sass,"Switch to Dart Sass from `node-sass` (#52729)

* Replace node-sass with dart sass

* Render custom stylesheets with dart sass",sass node-sass,"
Switch to Dart Sass from `node-sass` (#52729)",40,UI,,1,0.99,
Availity/availity-react,573973bf669411decc5db541648d1b2cd40b3f1f,2019-05-17 19:17:04,dayjs,moment,refactor(reactstrap-validation-date): swapped out moment with dayjs,dayjs moment,"
refactor(reactstrap-validation-date): swapped out moment with dayjs",14,Serialization,,1,0.99,
Availity/availity-workflow,07e8110d7905ad07934e405b16f7f87b9115abaf,2018-03-30 20:28:53,jest,karma,"feat(availity-workflow-angular): use jest for testing

This also updates the availity-angular-kit to use jest via availity-workflow-angular

Breaking Change: workflow-angular-kit no longer works with karma. Porjects with karma will need to add jest.init.js. See the current workflow-angular-kit jest.init.js for reference. Also, they can remove karma and webpack test config files as they are no longer used.",jest karma,"
Breaking Change: workflow-angular-kit no longer works with karma.
Porjects with karma will need to add jest.init.js.
See the current workflow-angular-kit jest.init.js for reference.",3,Testing,,1,0.99,
Availity/availity-workflow,8da73ad6f6d583ce46ff0e832e73e54a21e1cb63,2018-10-01 12:57:33,terser-webpack-plugin,uglifyjs-webpack-plugin,build(workflow-plugin-react): switch to terser-webpack-plugin,terser-webpack-plugin uglifyjs-webpack-plugin,"
build(workflow-plugin-react): switch to terser-webpack-plugin",35,Codestyle&Web Framework,,1,0.97,
aws/aws-xray-sdk-node,3f488df35325adb5b1aa0b5d774211f996e81d11,2018-07-06 22:02:53,date-fns,moment,Replace moment with date-fns/format (#44),date-fns moment,"
Replace moment with date-fns/format (#44)",13,Serialization,,1,0.99,
aws-amplify/amplify-js,8f6edf7999cfd027e7b183c8809bd3464cd58cf6,2018-07-24 11:20:31,typescript,babel,feat:Switch the aws-amplify-react build tools from Babel to TypeScript,typescript babel,"
feat:Switch the aws-amplify-react build tools from Babel to TypeScript",5,Typescript,,1,0.9,
aws-amplify/amplify-js,eb84e012397b8ba4ef93083da7ccc52e1b3d39fb,2018-08-19 03:08:37,rollup,webpack,"fix(aws-amplify-angular): Angular rollup (#1441)

* implements rollup

* rollup working

* working

* adding rollup to angular build

* fixing tests

* removed experimental files

* reverted jest config

* fixing package-lock

* removed core package-lock

* custom elements schema

* removing ionic dependency

* removing webpack dependency

* standardizing variable names

* cleanup

* rolling back unnecessary changes

* cleanup

* removes weird String importation from cognito identity lib

* removing commented code

* fixing package.json and -lock files

* rolling back unnecessary change

* setting testURL in jest.config

* adding testURL to jest config for /core

* setting testURL

* test commit

* test commit

* adding testURL to api jest config

* adding testURL to analytics jest config

* adding testURL to cache jest config

* changing Polyfills-test to expect null instead of undefined

* testURL for interactions jest config

* added testURL in pubsub, pushnotification and storage jest configs

* added testURL in aws-amplify-react jest config",rollup webpack,"fix(aws-amplify-angular): Angular rollup (#1441)
",4,Web Framework,,1,0.95,
Azure/azure-iot-sdk-node,f7988fb4840b00a3ec6c3a948c17d21dbc6a82ab,2020-02-04 20:24:00,nyc,istanbul,"chore: istanbul to nyc (#685)

This upgrades the testing infrastructure to use the newer Istanbul cli, called ""nyc"".",nyc istanbul,"This upgrades the testing infrastructure to use the newer Istanbul cli, called ""nyc"".
",9,Testing,,1,0.8,
babel/babel,be0fcaaf49ae2c91700e3d74ac1dbb07b4cc2ab8,2019-10-29 17:29:45,make-dir,mkdirp,"Make dir for babel --out-file (#8622)

* Make dir for babel --out-file

Currently there's unexpected regression after upgrade from babel 6.
On creating file with any depth like dist/index.js the error about
not existing directory is thrown.

In this diff I modified babel-cli to create deep directory for out-file
command.

I also replaced `mkdirp` with more supported `make-dir` package which
also have official promise support.

* Fix test",make-dir mkdirp,"
I also replaced `mkdirp` with more supported `make-dir` package which
also have official promise support.",5,Filesystem,,1,0.97,Activity
