commit,add_lib,rem_lib,message,time_stamp,src,rule,url,domain,prj_language,new_src,is_migration,confidence,migration_type,reason_label
111000387258111f84b0b4e67474e51286b1706d,benchmark,google-benchmark,Attempt to get working again,1620841500-0500,conan,google-benchmark benchmark,https://github.com/mattgodbolt/pt-three-ways,testing,C++,conan,1,0.9,pkg_rule,
11d0643d2eba4249913823269b2613892055546b,onetbb,tbb,tbb 2020.3 -> onetbb 2021.6.0,1666088910+0200,conan,tbb onetbb,https://github.com/Zitrax/zit,computing,C++,conan,1,0.85,pkg_rule,
9162102a0a2394adf4e867e4c944eba08d5db14c,onetbb,tbb,Switch to no_keywords configuration,1636717598+0300,conan,tbb onetbb,https://github.com/DimaTrushin/TypingAnalysis,computing,C++,conan,1,0.9,pkg_rule,
12d06fc92b70b470e49b7f0869611bb3ae94dc0d,boost_beast@1.66.0@bincrafters,pistache,Implemented all functionality with the beast library the program had before with the pistache library,1537480434+0200,conan,pistache boost_beast@1.66.0@bincrafters,https://github.com/DevCodeOne/quarium_controller,network,C++,conan,1,1.0,lib_replacement,
131b89176f323146beab174786d6f7ae071f9d75,tinygltf,assimp,[Core] Change assimp for tinygltf,1613007924-0500,conan,assimp tinygltf,https://github.com/Steback/Action-RPG-Demo,GUI,C++,conan,1,1.0,lib_replacement,
13eb498123ef5f1f445cdbcae41274a72d43d7a6,fmt,spdlog,Change dependency from spdlog to fmt library (version >= 6.0.0)\n\nPreviously the dependency to the spdlog library was added just for the bundled fmt library. Now fmt library is required explicitly and spdlog dependency was removed.,1575566969-0300,conan,spdlog fmt,https://github.com/darcamo/custom_test_matchers,logging,C++,conan,1,0.95,lib_replacement,Simplification
93e8a9f01455f30f3447d2b972c6e8f9a10295f5,gtest,catch2,Merge remote-tracking branch 'origin/master',1666601987-0400,conan,catch2 gtest,https://github.com/KJNeko/IDHAN,testing,C++,conan,1,1.0,pkg_rule,
1448d93952b2afd4beab56ee089bb38b63cf1170,google-benchmark,benchmark,Add remote google-benchmark dependency to fix build,1582131909+0100,conan,benchmark google-benchmark,https://github.com/shapelets/khiva,testing,C++,conan,1,0.85,pkg_rule,
14ffda1de6cfd882c400edaab69fcd7e812617e2,boost,boost_algorithm,Moved to conan based third party lib management.,1614522331-0400,conan,boost_algorithm boost,https://github.com/calebpalmer/capengine,computing,C++,conan,1,0.9,pkg_rule,
14ffda1de6cfd882c400edaab69fcd7e812617e2,boost,boost_lexical_cast,Moved to conan based third party lib management.,1614522331-0400,conan,boost_lexical_cast boost,https://github.com/calebpalmer/capengine,other,C++,conan,1,0.9,pkg_rule,
14ffda1de6cfd882c400edaab69fcd7e812617e2,boost,boost_range,Moved to conan based third party lib management.,1614522331-0400,conan,boost_range boost,https://github.com/calebpalmer/capengine,other,C++,conan,1,0.9,pkg_rule,
14ffda1de6cfd882c400edaab69fcd7e812617e2,boost,boost_filesystem,Moved to conan based third party lib management.,1614522331-0400,conan,boost_filesystem boost,https://github.com/calebpalmer/capengine,File Handling,C++,conan,1,0.9,pkg_rule,
9430701e8b34454ccb26ad493a9ec4e1ac7c02b6,catch2,doctest,依赖更新,1667371516+0800,conan,doctest catch2,https://github.com/Jackson-soft/longdemo,testing,C++,conan,1,0.5,lib_replacement,
943d82f90fce66df10bf88e1d44e46e17c4f3db0,libhal-lpc40xx,liblpc40xx,fixes libhal- errors,1674271082-0800,conan,liblpc40xx libhal-lpc40xx,https://github.com/SJSURoboticsTeam/urc-control-system-2023,OS Dev,C++,conan,1,0.85,pkg_rule,
94d1c3539ee40e322278d734e0da794fff75e499,cli11,docopt.cpp,Merge pull request #19 from JonathanGzzBen/cli11\n\nReplace docopt with CLI11,1637593981-0600,conan,docopt.cpp cli11,https://github.com/JonathanGzzBen/weighterm,Command Line,C++,conan,1,1.0,lib_replacement,
156c6bc1fe5c736655b4ed5d5c1161cd5b8a9119,boost_iostreams,boost,Switching conan version to bincrafter's boost,1553867417+0100,conan,boost boost_iostreams,https://github.com/ltjax/file_monitor,File Handling,C++,conan,1,0.9,pkg_rule,
156c6bc1fe5c736655b4ed5d5c1161cd5b8a9119,boost_filesystem,boost,Switching conan version to bincrafter's boost,1553867417+0100,conan,boost boost_filesystem,https://github.com/ltjax/file_monitor,File Handling,C++,conan,1,0.9,pkg_rule,
96dc45c600c13de271c950d185c8dee812d26038,benchmark,google-benchmark,added license: the library is now licensed under MPL-2.0  Conan now handles the optional dependency GNU MP  removed unused setup files  updated conanfile.txt  updated README.md,1588426519+0200,conan,google-benchmark benchmark,https://github.com/fabhaas/xenonis,testing,C++,conan,1,0.9,pkg_rule,
17302d5afaa3b6cfdcc601cc31e2cc020e3022b9,libsndfile,audiofile,use libsndfile over AudioFile library,1642703360-0400,conan,audiofile libsndfile,https://github.com/entrance-announcer/cyrus,Multi Media,C++,conan,1,0.98,lib_replacement,
17675061a9580f0041fb1d8744976dad0a23bcee,benchmark,google-benchmark,Merge branch 'fix/jni' of github.com:shapelets/khiva into fix/jni,1587424736+0200,conan,google-benchmark benchmark,https://github.com/shapelets/khiva,testing,C++,conan,1,1.0,pkg_rule,
17730e2e7bf3f898818bf0840190ad9d4e92a4a6,boost,boost_system,Try to upgrade to newer boost version from conan center,1594843723+0200,conan,boost_system boost,https://github.com/karlheinzkurt/zock-zilla,OS Dev,C++,conan,1,0.95,pkg_rule,
17730e2e7bf3f898818bf0840190ad9d4e92a4a6,boost,boost_range,Try to upgrade to newer boost version from conan center,1594843723+0200,conan,boost_range boost,https://github.com/karlheinzkurt/zock-zilla,other,C++,conan,1,0.95,pkg_rule,
17730e2e7bf3f898818bf0840190ad9d4e92a4a6,boost,boost_filesystem,Try to upgrade to newer boost version from conan center,1594843723+0200,conan,boost_filesystem boost,https://github.com/karlheinzkurt/zock-zilla,File Handling,C++,conan,1,0.95,pkg_rule,
177b2837698773010b149b62c484bdaf95869e69,boost,boost_system,"async async execution by default instead of blocking, refactored, fixed few issues",1559827984+0300,conan,boost_system boost,https://github.com/edwardstock/httb,OS Dev,C++,conan,1,0.95,pkg_rule,
177b2837698773010b149b62c484bdaf95869e69,boost,boost_asio,"async async execution by default instead of blocking, refactored, fixed few issues",1559827984+0300,conan,boost_asio boost,https://github.com/edwardstock/httb,network,C++,conan,1,0.95,pkg_rule,
177b2837698773010b149b62c484bdaf95869e69,boost,boost_filesystem,"async async execution by default instead of blocking, refactored, fixed few issues",1559827984+0300,conan,boost_filesystem boost,https://github.com/edwardstock/httb,File Handling,C++,conan,1,0.95,pkg_rule,
17d6366df8db064154fbfcc847251f3c49923ee4,cpp-httplib,cppjslib,Add conan packages  Remove CppJsLib dependency\n\nSigned-off-by: Markus <28785953+MarkusJx@users.noreply.github.com>,1622729529+0200,conan,cppjslib cpp-httplib,https://github.com/MarkusJx/autobet,network,C++,conan,1,0.8,pkg_rule,
17e8971b67b71017838fd7b4c045b821500d4a7e,boost,boost_asio,Merge branch 'ecs',1576073251+0100,conan,boost_asio boost,https://github.com/Nithingale/r-type,network,C++,conan,1,1.0,pkg_rule,
18551e9256fe08153486d16ca0d3803528d7ded3,libexif,exiv2,Update conanfile.txt and CMakeLists.txt\n\nChanged from libExiv2 to libexif,1637807113-0700,conan,exiv2 libexif,https://github.com/AhiyaHiya/media_helpers_cli,Multi Media,C++,conan,1,0.98,lib_replacement,
18d2add6ea58e748b7ca7a668e4fc4aeb0c0ee99,benchmark,google-benchmark,ECDC-2300: replace Bintray (#39)\n\n* Update conan setup and package versions    * Update Conan remote urls in README    * Jenkins update.    * test    Co-authored-by: Jonas Nilsson <mjc.nilsson@gmail.com>,1619431251+0200,conan,google-benchmark benchmark,https://github.com/ess-dmsc/graylog-logger,testing,C++,conan,1,0.9,pkg_rule,
9806046e9d1de260e3850c0cb74214f2089bc676,cxxopts,boost,use cxxopts and remove Boost dependency,1619465213+0200,conan,boost cxxopts,https://github.com/dioptra-io/caracal,Command Line,C++,conan,1,0.98,lib_replacement,
99014fb9b5ad27297becdd3aa100c887ffafd09f,boost,boost_asio,feat(connection): revert conanfile.txt,1601042169+0200,conan,boost_asio boost,https://github.com/arzeo68/Babel-cpp,network,C++,conan,1,0.95,pkg_rule,
1a16f00af0b28490eb97a5bf5abdd85916a1d360,boost,boost_lexical_cast,Use monolithic boost,1584723564+0100,conan,boost_lexical_cast boost,https://github.com/ltjax/Rescue,other,C++,conan,1,0.95,pkg_rule,
1a16f00af0b28490eb97a5bf5abdd85916a1d360,boost,boost_uuid,Use monolithic boost,1584723564+0100,conan,boost_uuid boost,https://github.com/ltjax/Rescue,serializing,C++,conan,1,0.95,pkg_rule,
1a16f00af0b28490eb97a5bf5abdd85916a1d360,boost,boost_algorithm,Use monolithic boost,1584723564+0100,conan,boost_algorithm boost,https://github.com/ltjax/Rescue,computing,C++,conan,1,0.95,pkg_rule,
1a16f00af0b28490eb97a5bf5abdd85916a1d360,boost,boost_functional,Use monolithic boost,1584723564+0100,conan,boost_functional boost,https://github.com/ltjax/Rescue,other,C++,conan,1,0.95,pkg_rule,
1a66172bd752857c007fa91ac906bfe08589920f,nng,nanomsg,nanomsg->nng,1637560801+0800,conan,nanomsg nng,https://github.com/liu-kan/gSMFRETda,network,C++,conan,1,0.98,lib_replacement,
9a8cbe975ad1de1c38685f304926bf226221215e,fmt,spdlog,Switched to zeromq for messaging,1584419641-0400,conan,spdlog fmt,https://github.com/CBA222/apollo-search,logging,C++,conan,1,0.97,pkg_rule,
1d241b3fe9508e908976485624d81680f3b10e8a,benchmark,google-benchmark,Merge pull request #1 from ess-dmsc/ECDC-2300_replace_bintray\n\nECDC-2300: replace Bintray,1620409002+0200,conan,google-benchmark benchmark,https://github.com/ess-dmsc/vmm-sdat,testing,C++,conan,1,0.9,pkg_rule,
9d8ffec640e5c67f26622cf0792d28be073dc081,boost,boost_asio,Fix Windows compilation,1575615025+0100,conan,boost_asio boost,https://github.com/Nithingale/r-type,network,C++,conan,1,1.0,pkg_rule,
1e75e8ca26d3bf187176b18c84f8c963fae695f3,catch2,doctest,Build target package on CI\n\n,1617290438+0200,conan,doctest catch2,https://github.com/bbvch/Coronan,testing,C++,conan,1,0.95,pkg_rule,
9e825c82f1f9e425c6051a58f8b6e254b1982499,boost_filesystem,boost,Merge branch 'design_doc' of https://github.com/DMSC-Instrument-Data/MDSpaceFillingPrototype into design_doc,1542630941+0100,conan,boost boost_filesystem,https://github.com/DMSC-Instrument-Data/MDSpaceFillingPrototype,File Handling,C++,conan,1,1.0,pkg_rule,
1f332f378c0a4a4ed19991aee3bcbf6ba8c6e8c5,catch2,gtest,test: add catch2 unit-test  installing fuzz  merge master,1588813395+0200,conan,gtest catch2,https://github.com/maximehouis/yep_project2_2019,testing,C++,conan,1,0.8,pkg_rule,
1f3fd4f27a34eb05f17e729ef1e1b6e8a6d5670a,imgui,volk,"Added Imgui, removed volk",1659609760+1000,conan,volk imgui,https://github.com/takskazatsootvetstvenno/vulkan_cmake,GUI,C++,conan,1,0.8,pkg_rule,
9f1f90eb08e1c7e8016bf43114146de25f21de80,msgpack-cxx,msgpack,index  predicate (#191)\n\n  Co-authored-by: makeyavelly <nikita.makeenkov@gmail.com>,1665951380+0300,conan,msgpack msgpack-cxx,https://github.com/duckstax/ottergon,serializing,C++,conan,1,0.9,pkg_rule,
9feb52355c38ebd2b8ff3a9489b4627ea0ffbdcb,boost,boost_asio,python asyncio로 구현한 server추가,1583190130+0900,conan,boost_asio boost,https://github.com/curtkim/apollo-bridge,network,C++,conan,1,1.0,pkg_rule,
20c19b60ab58f4b89ddd55f8c6adfbb0660f6a68,nlohmann_json,json11,fix(conan): json11 removed from the code and conan-center packages in place,1620200244+0200,conan,json11 nlohmann_json,https://github.com/centreon/centreon-engine,serializing,C++,conan,1,0.85,lib_replacement,
20c63d3244f9238000d7a135c5395f420bb6e643,msgpack-cxx,msgpack,"rearch project, working on deploy",1643914823-0600,conan,msgpack msgpack-cxx,https://github.com/rr1706/Vision2022,serializing,C++,conan,1,0.95,pkg_rule,
a056b78ac0bef0b3aa0fe6e3db6fa915453526bd,parallel-hashmap,tsl-robin-map,"tsl -> parallel-hashmap, TODO B-trees in future",1623160655+0200,conan,tsl-robin-map parallel-hashmap,https://github.com/fhamonic/osm2geojson,serializing,C++,conan,1,0.98,lib_replacement,
a07656cd0adfd833fd341026ae1b3f5bc1d05d38,boost,boost_coroutine2,Previous unversioned changes,1590613557+0200,conan,boost_coroutine2 boost,https://github.com/mrpi/CoAwaitLib,OS Dev,C++,conan,1,1.0,pkg_rule,
a07656cd0adfd833fd341026ae1b3f5bc1d05d38,boost,boost_asio,Previous unversioned changes,1590613557+0200,conan,boost_asio boost,https://github.com/mrpi/CoAwaitLib,network,C++,conan,1,1.0,pkg_rule,
21fdb635b5fb044eb806f56cf53dce3480d2c4b2,boost_asio,boost,Merge branch 'feature/high-level-sound' into 'master'\n\nFeature/high level sound\n\nSee merge request Alexandre/babel!1,1569237511+0000,conan,boost boost_asio,https://github.com/LiardeauxQ/Babel,network,C++,conan,1,1.0,pkg_rule,
a14d955296888ac3cae8308dcb0abd603c791ded,boost,boost.asio,mig to boost 1.74,1601710046+0800,conan,boost.asio boost,https://github.com/19317362/conan_boost_example,network,C++,conan,1,0.95,pkg_rule,
a19dab1768e62d59cb284f981df2125ce436772c,imgui-docking,imgui,Changed ImGui dependency to personal conan recipe (for docking),1595190229-0400,conan,imgui imgui-docking,https://github.com/Ithyx/Morrigu,GUI,C++,conan,1,0.9,pkg_rule,
22479aa292afba490dd89e05122fd5f0aee247f8,boost_asio,boost,Merge branch 'feature/high-level-sound' into 'master'\n\nFeature/high level sound\n\nSee merge request Alexandre/babel!1,1569237511+0000,conan,boost boost_asio,https://github.com/LiardeauxQ/Babel,network,C++,conan,1,1.0,pkg_rule,
a297e8fe0100eb29597d31068cae098e359ca969,boost,boost_asio,add Zia class and thread,1550247213+0100,conan,boost_asio boost,https://github.com/baylesa-dev/ZIA,network,C++,conan,1,1.0,pkg_rule,
23e5351c9abd19ac38a566dd25cba327e889ecc8,libjpeg,libjpeg-turbo,Use libjpeg to avoid oom error on travis.,1545170679+0100,conan,libjpeg-turbo libjpeg,https://github.com/d0m3nik/pycimg,Multi Media,C++,conan,1,0.95,lib_replacement,BugIssue
23f00779e814796428a54d13aad208f4d4e908b4,libgpiod,gpiod,"Bug-Fixes, Version bump of libgpiod\n\nFixed bugs in the schedule classes and added more tests. Also cleaned up some code and updated the package ligpiod from conan, so that the program can be build on archlinuxarm.",1533249237+0200,conan,gpiod libgpiod,https://github.com/DevCodeOne/quarium_controller,OS Dev,C++,conan,1,0.9,pkg_rule,
a3d8b72ce1601310ed8d7d0fae1326e88b3d98d3,nlohmann_json,json11,fix(conan): build using conan-center works again\n\n* fix(test): a bad test removed.  * fix(conan): build now with conan-center  * fix(cmake): script updated and c++14 enabled by default.    REFS: MON-7244,1620661357+0200,conan,json11 nlohmann_json,https://github.com/centreon/centreon-engine,serializing,C++,conan,1,1.0,lib_replacement,
2771247c52f8721852cf49eecc1dd690a54fa6bb,benchmark,google-benchmark,Update Conan package versions,1619132203+0200,conan,google-benchmark benchmark,https://github.com/ess-dmsc/event-formation-unit,testing,C++,conan,1,0.9,pkg_rule,
a74f63968627ecce12f80a122c78272f0494aa1a,boost,boost_filesystem,upgrade to boost 1.70,1564236429+0300,conan,boost_filesystem boost,https://github.com/Enhex/Build-Tool-Abstraction,File Handling,C++,conan,1,0.95,pkg_rule,
a74f63968627ecce12f80a122c78272f0494aa1a,boost,boost_process,upgrade to boost 1.70,1564236429+0300,conan,boost_process boost,https://github.com/Enhex/Build-Tool-Abstraction,Command Line,C++,conan,1,0.95,pkg_rule,
a7ce0c2fb305e874a5b0bd0e9041b6f3318d6ddd,sqlitecpp,sqlite3,Add First pass SQLite DB seeder for game item's and classes,1614472728-0800,conan,sqlite3 sqlitecpp,https://github.com/georgekaraszi/aphelion,database,C++,conan,1,0.85,pkg_rule,
28d5875d40fe801c98d0e16ae26f8e5a9227ef3c,record,cpp-settings,change cpp-settings into record,1525459173+0000,conan,cpp-settings record,https://github.com/BrainTwister/BlasBooster,computing,C++,conan,1,0.7,pkg_rule,
a9b06d847462c4416284fb1777fb40e280f3443e,msgpack-cxx,msgpack,Merge pull request #185 from duckstax/develop\n\nottergon-1.0.0a3,1666073465+0300,conan,msgpack msgpack-cxx,https://github.com/duckstax/ottergon,serializing,C++,conan,1,0.8,pkg_rule,
2a2dc4aed19865ec1dcefff3ebaac472b6a4d7d6,boost_asio,boost,:bug::construction: Handle multiple channels in audio input and output,1569424787+0200,conan,boost boost_asio,https://github.com/LiardeauxQ/Babel,network,C++,conan,1,0.9,pkg_rule,
aaddc6fb9405a2f01e6c87fc90adcb1e92e847fa,sqlitecpp,sqlite3,Trying a c++ package with dependency sqlite,1599128434+0200,conan,sqlite3 sqlitecpp,https://github.com/ShadowItaly/clas-digital,database,C++,conan,1,0.9,pkg_rule,
