repo_name,commit_sha,time_stamp,add_lib,rem_lib,commit_message,pattern,possible_reason,num,domain,type,is_migration,confidence,reason_label
Alfresco/alfresco-community-repo,eb5414c883c4bfa889e36aae4f133ea4ee56f345,2020-02-25 11:00:07,org.apache.taglibs:taglibs-standard,javax.servlet:jstl,Removed JSTL and added taglibs dependencies (#827),org.apache.taglibs:taglibs-standard javax.servlet:jstl,"
Removed JSTL and added taglibs dependencies (#827)",5,Web Framework,,1,0.85,
Alfresco/alfresco-sdk,a2bf44c33e5d61ae7310d5f7935afe0d3c2bedc0,2011-10-26 09:12:32,mysql:mysql-connector-java,com.h2database:h2,"-- tested against alfresco community 4.0b
-- updated references to CE / EE repos
-- reverted default to mysql since H2 does not work
-- updated lifecycle / archetypes version number to 3.9.0-SNAPSHOT (pre-release for 4.0 release), targeting to align to alfresco version numbering
-- preparing for 3.9.0 release

git-svn-id: http://maven-alfresco-archetypes.googlecode.com/svn/trunk@342 04253f4f-3451-0410-a141-5562f1e59037",mysql:mysql-connector-java com.h2database:h2,"
-- updated references to CE / EE repos
-- reverted default to mysql since H2 does not work
-- updated lifecycle / archetypes version number to 3.9.0-SNAPSHOT (pre-release for 4.0 release), targeting to align to alfresco version numbering",5,Database,,1,0.9,BugIssue
alibaba/cooma,d0df1bc9dea4ef96bf22c777ddb9ad974439a8a8,2013-02-05 15:30:19,org.slf4j:slf4j,log4j:log4j,"remove logging adaptor, use slf4j #2",org.slf4j:slf4j log4j:log4j,"
remove logging adaptor, use slf4j #2",26,Logging,,1,0.9,
alibaba/jstorm,a9cbd0e67245bbc2f0684ae17bd48b7d251fd02d,2013-12-30 12:16:19,log4j:log4j,ch.qos.logback:logback,logback -> log4j,log4j:log4j ch.qos.logback:logback,"
logback  laifuhewb  log4j",7,Logging,,1,0.98,
alibaba/jstorm,a9cbd0e67245bbc2f0684ae17bd48b7d251fd02d,2013-12-30 12:16:19,org.slf4j:slf4j,ch.qos.logback:logback,logback -> log4j,org.slf4j:slf4j ch.qos.logback:logback,"
logback  laifuhewb  log4j",8,Logging,,1,0.98,
aliyun/aliyun-odps-jdbc,d1684c9d4c92d661bd124c1fc896c0633e912104,2019-06-12 02:06:39,com.google.code.gson:gson,com.alibaba:fastjson,"Add odps logger rebased (#51)

* Add standalone logger for debugging complicated scenario

* Remove dependency of fastjson, replaced with gson

* Align meaning of catalog/schema to MaxCompute project

* Refactor execute/executeQuery/executeUpdate, provide accurate assert of whether a SQL has ResultSet",com.google.code.gson:gson com.alibaba:fastjson,"
* Remove dependency of fastjson, replaced with gson",4,Serialization,,1,0.97,
andtankian/ribrest,8b4d2322b3cb5db0aa54854e1ee2e3abf6c79db1,2019-03-12 14:36:43,org.mariadb.jdbc:mariadb-java-client,mysql:mysql-connector-java,"Improved, splitted a few dao methods and turned them to public methods.
Adjusted, changed and tested mariadb driver instead of mysql driver.",org.mariadb.jdbc:mariadb-java-client mysql:mysql-connector-java,"
Adjusted, changed and tested mariadb driver instead of mysql driver.",16,Database,,1,0.95,
anthonydahanne/ReGalAndroid,49800a5ec3c0889b355535a4d92395e469f09187,2010-11-23 03:34:41,org.slf4j:slf4j,commons-logging:commons-logging,replaced commons logging and log4j with slf4j,org.slf4j:slf4j commons-logging:commons-logging,"
replaced commons logging and log4j with slf4j",39,Logging,,1,0.95,
anthonydahanne/ReGalAndroid,49800a5ec3c0889b355535a4d92395e469f09187,2010-11-23 03:34:41,org.slf4j:slf4j,log4j:log4j,replaced commons logging and log4j with slf4j,org.slf4j:slf4j log4j:log4j,"
replaced commons logging and log4j with slf4j",73,Logging,,1,0.95,
apache/airavata,70b5962179ae4cbf46494b45ffb64ff58f86d486,2012-10-19 21:10:06,log4j:log4j,org.slf4j:log4j-over-slf4j,"changng logging in to log4j.


git-svn-id: https://svn.apache.org/repos/asf/airavata/trunk@1400294 13f79535-47bb-0310-9956-ffa450edef68",log4j:log4j org.slf4j:log4j-over-slf4j,"
changng logging in to log4j.",7,Logging,,1,0.76,
apache/airavata,70b5962179ae4cbf46494b45ffb64ff58f86d486,2012-10-19 21:10:06,log4j:log4j,org.slf4j:slf4j,"changng logging in to log4j.


git-svn-id: https://svn.apache.org/repos/asf/airavata/trunk@1400294 13f79535-47bb-0310-9956-ffa450edef68",log4j:log4j org.slf4j:slf4j,"
changng logging in to log4j.",4,Logging,,1,0.76,
apache/archiva,c809f0249bc3575788b7e8a40c1dd5f180d867d4,2013-08-10 12:56:05,com.google.inject:guice,org.sonatype.sisu:sisu-guice,"use guice from google

git-svn-id: https://svn.apache.org/repos/asf/archiva/trunk@1512683 13f79535-47bb-0310-9956-ffa450edef68",com.google.inject:guice org.sonatype.sisu:sisu-guice,"
use guice from google",10,Dependency Injection,,1,0.94,
apache/archiva,7156611df05dc611ea030e74358730f1f1273dbb,2014-03-25 06:29:30,org.assertj:assertj-core,org.easytesting:fest-assert,"use assertj as fest-assert is not maintained anymore

git-svn-id: https://svn.apache.org/repos/asf/archiva/trunk@1581256 13f79535-47bb-0310-9956-ffa450edef68",org.assertj:assertj-core org.easytesting:fest-assert,"
use assertj as fest-assert is not maintained anymore",34,Testing,,1,0.97,Deprecation
apache/beam,0694344ee03520bae24a2b484a28927579e2bb7e,2017-03-07 20:28:30,com.fasterxml.jackson,com.google.code.gson:gson,Change Json parsing from gson to jackson for ElasticsearchIO,com.fasterxml.jackson com.google.code.gson:gson,"
Change Json parsing from gson to jackson for ElasticsearchIO",34,Serialization,,1,0.96,
apache/brooklyn-library,b35cd4966b2a32ffb09523a025649c3497bbf716,2014-08-06 16:17:26,org.apache.felix:org.apache.felix,org.osgi:org.osgi,use felix instead of osgi (as the signature of BundleWire called from BundleRevisionDependencies is different otherwise),org.apache.felix:org.apache.felix org.osgi:org.osgi,"
use felix instead of osgi (as the signature of BundleWire called from BundleRevisionDependencies is different otherwise)",4,Building,,1,0.86,BugIssue
apache/brooklyn-server,39f2963a3cec0dfde1153446f734663c6f1d761b,2012-12-04 23:39:01,ch.qos.logback:logback,org.slf4j:slf4j,"this commit removes log4j in favour of logback; logback also uses slf4j api
so it's pretty much a drop-in replacement, but with some big advantages:

    - common settings can be <include>d from files, esp those in core/src/main/resources/brooklyn/
    - logging for tests is automatic (using test-support/src/main/resources/logback-tests.xml)
    - your own logback.xml can just be one line -- see e.g. usage/launcher/src/main/resources/logback.xml
    - if you don't have a logback, default is lots of logging, not none or errors

    you can set a specific logback config file to use with:

        -Dlogback.configurationFile=/path/to/config.xml

    in eclipse you may have to update the maven project.  and if you're not getting the logging you expect in the IDE,
    make sure src/main/resources is included (in eclipse, right-click the project, the Build Path -> Configure,
    then make sure all dirs are included (All) and excluded (None) -- mvn clean install should do this for you btw);

    FYI you might find that the IDE logs to a file brooklyn-tests.log because it doesn't distinguish between test builds.

    see  http://logback.qos.ch/manual/configuration.html  for more information",ch.qos.logback:logback org.slf4j:slf4j,"this commit removes log4j in favour of logback; logback also uses slf4j api
so it's pretty much a drop-in replacement, but with some big advantages:",67,Logging,,1,0.8,Usability
apache/brooklyn-server,6f624c78b1e7fe72c6df1ecd297b922721b2c023,2016-02-15 14:43:57,org.apache.cxf:cxf,com.sun.jersey:jersey,"[BROOKLYN-183] REST API using CXF JAX-RS 2.0 implementation

Changes:

* Replace Jersey dependency (JAX-RS 1.1) implementation with CXF (JAX-RS 2.0)
* Use relative paths for REST resource paths

Move the context root at /v1, and use paths relative to that in resource
annotations.

* Add CXF REST resources to karaf features
* Remove /v1 prefix from brooklyn-rest-api resources
* Move CXF servlet context to /v1

In order to preserve compatibility with the existing brooklyn REST API
we need to expose resources at path /v1 instead of /cxf/v1.

For now move the whole CXF servlet at /v1, and with resources mounted at
/ we get the historical path /v1/ for the REST API. We'll need to make
the JSGUI configurable with the base REST API path in the future though.

Also add appropriate providers to the OSGi CXF service blueprint.

* Use relative paths when referring REST resources

Don't use absolute paths based on the assumption that the REST API is
deployed at /v1.

Instead use an UriBuilder provided by JAX-RS as a context-injected
UriInfo object, which should work with any root context path.

Also drop the /v1 prefix from REST API tests and test fixtures.

* Fix usage of resources in CXF unit tests

Use HTTP transport instead of local transport so we can have a ServletContext to get/setAttribute.
Allow CXF to use BrooklynJacksonJsonProvider for message formatting and parsing.
Inject the ManagementContext in resources and providers.
Add request/response logging during tests.

* Pull up common implementation of configureCXF

All tests ended up using the same configuration of the REST API, so it
makes sense to move that into the base class

This had the side effect of worsening the interleaving of test methods
by testng, so each resource test was separated into its own suite.

* Fix DeployBlueprintTest

Also change getEndpointAddress() to use template method instead of
setter/getter.

* Wait for CXF resources to start in karaf itest

* Remove CatalogApi's multipart/form-data create method

There is no standard JAX-RS way to process multipart/form-data contents,
so this service was removed from the API for the purpose of unifying the
CXF and Jersey API.

* Adjust OSGi package import directives to allow a version range of 1.1 to
2.0 of JAX-RS directives.",org.apache.cxf:cxf com.sun.jersey:jersey,"
* Remove /v1 prefix from brooklyn-rest-api resources
* Move CXF servlet context to /v1
* Replace Jersey dependency (JAX-RS 1.1) implementation with CXF (JAX-RS 2.0)
* Use relative paths for REST resource paths",4,Web Framework,,1,0.95,Functionality
apache/brooklyn-server,6f624c78b1e7fe72c6df1ecd297b922721b2c023,2016-02-15 14:43:57,com.fasterxml.jackson,com.sun.jersey.contribs:jersey,"[BROOKLYN-183] REST API using CXF JAX-RS 2.0 implementation

Changes:

* Replace Jersey dependency (JAX-RS 1.1) implementation with CXF (JAX-RS 2.0)
* Use relative paths for REST resource paths

Move the context root at /v1, and use paths relative to that in resource
annotations.

* Add CXF REST resources to karaf features
* Remove /v1 prefix from brooklyn-rest-api resources
* Move CXF servlet context to /v1

In order to preserve compatibility with the existing brooklyn REST API
we need to expose resources at path /v1 instead of /cxf/v1.

For now move the whole CXF servlet at /v1, and with resources mounted at
/ we get the historical path /v1/ for the REST API. We'll need to make
the JSGUI configurable with the base REST API path in the future though.

Also add appropriate providers to the OSGi CXF service blueprint.

* Use relative paths when referring REST resources

Don't use absolute paths based on the assumption that the REST API is
deployed at /v1.

Instead use an UriBuilder provided by JAX-RS as a context-injected
UriInfo object, which should work with any root context path.

Also drop the /v1 prefix from REST API tests and test fixtures.

* Fix usage of resources in CXF unit tests

Use HTTP transport instead of local transport so we can have a ServletContext to get/setAttribute.
Allow CXF to use BrooklynJacksonJsonProvider for message formatting and parsing.
Inject the ManagementContext in resources and providers.
Add request/response logging during tests.

* Pull up common implementation of configureCXF

All tests ended up using the same configuration of the REST API, so it
makes sense to move that into the base class

This had the side effect of worsening the interleaving of test methods
by testng, so each resource test was separated into its own suite.

* Fix DeployBlueprintTest

Also change getEndpointAddress() to use template method instead of
setter/getter.

* Wait for CXF resources to start in karaf itest

* Remove CatalogApi's multipart/form-data create method

There is no standard JAX-RS way to process multipart/form-data contents,
so this service was removed from the API for the purpose of unifying the
CXF and Jersey API.

* Adjust OSGi package import directives to allow a version range of 1.1 to
2.0 of JAX-RS directives.",com.fasterxml.jackson com.sun.jersey.contribs:jersey,"
* Replace Jersey dependency (JAX-RS 1.1) implementation with CXF (JAX-RS 2.0)
* Use relative paths for REST resource paths",4,Web Framework&Serialization,,1,0.95,Functionality
apache/brooklyn-server,6f624c78b1e7fe72c6df1ecd297b922721b2c023,2016-02-15 14:43:57,com.fasterxml.jackson,com.sun.jersey:jersey,"[BROOKLYN-183] REST API using CXF JAX-RS 2.0 implementation

Changes:

* Replace Jersey dependency (JAX-RS 1.1) implementation with CXF (JAX-RS 2.0)
* Use relative paths for REST resource paths

Move the context root at /v1, and use paths relative to that in resource
annotations.

* Add CXF REST resources to karaf features
* Remove /v1 prefix from brooklyn-rest-api resources
* Move CXF servlet context to /v1

In order to preserve compatibility with the existing brooklyn REST API
we need to expose resources at path /v1 instead of /cxf/v1.

For now move the whole CXF servlet at /v1, and with resources mounted at
/ we get the historical path /v1/ for the REST API. We'll need to make
the JSGUI configurable with the base REST API path in the future though.

Also add appropriate providers to the OSGi CXF service blueprint.

* Use relative paths when referring REST resources

Don't use absolute paths based on the assumption that the REST API is
deployed at /v1.

Instead use an UriBuilder provided by JAX-RS as a context-injected
UriInfo object, which should work with any root context path.

Also drop the /v1 prefix from REST API tests and test fixtures.

* Fix usage of resources in CXF unit tests

Use HTTP transport instead of local transport so we can have a ServletContext to get/setAttribute.
Allow CXF to use BrooklynJacksonJsonProvider for message formatting and parsing.
Inject the ManagementContext in resources and providers.
Add request/response logging during tests.

* Pull up common implementation of configureCXF

All tests ended up using the same configuration of the REST API, so it
makes sense to move that into the base class

This had the side effect of worsening the interleaving of test methods
by testng, so each resource test was separated into its own suite.

* Fix DeployBlueprintTest

Also change getEndpointAddress() to use template method instead of
setter/getter.

* Wait for CXF resources to start in karaf itest

* Remove CatalogApi's multipart/form-data create method

There is no standard JAX-RS way to process multipart/form-data contents,
so this service was removed from the API for the purpose of unifying the
CXF and Jersey API.

* Adjust OSGi package import directives to allow a version range of 1.1 to
2.0 of JAX-RS directives.",com.fasterxml.jackson com.sun.jersey:jersey,"
* Replace Jersey dependency (JAX-RS 1.1) implementation with CXF (JAX-RS 2.0)
* Use relative paths for REST resource paths",4,Web Framework&Serialization,,1,0.95,Functionality
apache/brooklyn-server,6f624c78b1e7fe72c6df1ecd297b922721b2c023,2016-02-15 14:43:57,javax.ws.rs:javax.ws.rs-api,javax.ws.rs:jsr311-api,"[BROOKLYN-183] REST API using CXF JAX-RS 2.0 implementation

Changes:

* Replace Jersey dependency (JAX-RS 1.1) implementation with CXF (JAX-RS 2.0)
* Use relative paths for REST resource paths

Move the context root at /v1, and use paths relative to that in resource
annotations.

* Add CXF REST resources to karaf features
* Remove /v1 prefix from brooklyn-rest-api resources
* Move CXF servlet context to /v1

In order to preserve compatibility with the existing brooklyn REST API
we need to expose resources at path /v1 instead of /cxf/v1.

For now move the whole CXF servlet at /v1, and with resources mounted at
/ we get the historical path /v1/ for the REST API. We'll need to make
the JSGUI configurable with the base REST API path in the future though.

Also add appropriate providers to the OSGi CXF service blueprint.

* Use relative paths when referring REST resources

Don't use absolute paths based on the assumption that the REST API is
deployed at /v1.

Instead use an UriBuilder provided by JAX-RS as a context-injected
UriInfo object, which should work with any root context path.

Also drop the /v1 prefix from REST API tests and test fixtures.

* Fix usage of resources in CXF unit tests

Use HTTP transport instead of local transport so we can have a ServletContext to get/setAttribute.
Allow CXF to use BrooklynJacksonJsonProvider for message formatting and parsing.
Inject the ManagementContext in resources and providers.
Add request/response logging during tests.

* Pull up common implementation of configureCXF

All tests ended up using the same configuration of the REST API, so it
makes sense to move that into the base class

This had the side effect of worsening the interleaving of test methods
by testng, so each resource test was separated into its own suite.

* Fix DeployBlueprintTest

Also change getEndpointAddress() to use template method instead of
setter/getter.

* Wait for CXF resources to start in karaf itest

* Remove CatalogApi's multipart/form-data create method

There is no standard JAX-RS way to process multipart/form-data contents,
so this service was removed from the API for the purpose of unifying the
CXF and Jersey API.

* Adjust OSGi package import directives to allow a version range of 1.1 to
2.0 of JAX-RS directives.",javax.ws.rs:javax.ws.rs-api javax.ws.rs:jsr311-api,"setter/getter.

setter/getter.

setter/getter.

[BROOKLYN-183] REST API using CXF JAX-RS 2.0 implementation
",8,Web Framework,,1,0.95,Functionality
apache/bval,4cdb446de76e8fa123fad9f04fadcbe03f6a5abf,2010-09-15 00:04:41,org.slf4j:slf4j,commons-logging:commons-logging,migration from commons-logging to slf4j,org.slf4j:slf4j commons-logging:commons-logging,"
migration from commons-logging to slf4j",39,Logging,,1,0.98,
apache/bval,4cdb446de76e8fa123fad9f04fadcbe03f6a5abf,2010-09-15 00:04:41,org.slf4j:jcl-over-slf4j,commons-logging:commons-logging,migration from commons-logging to slf4j,org.slf4j:jcl-over-slf4j commons-logging:commons-logging,"
migration from commons-logging to slf4j",22,Logging,,1,0.98,
apache/calcite,135daf3b302e7051768eb2bdce9839e75ba13e05,2019-06-29 19:40:23,de.bwaldvogel:mongo-java-server,com.github.fakemongo:fongo,"[CALCITE-3156] Mongo adapter. Replace fongo with Mongo Java Server for tests

mongo java server is a better alternative to fongo. All tests (including IT) are passing.",de.bwaldvogel:mongo-java-server com.github.fakemongo:fongo,"
[CALCITE-3156] Mongo adapter.
Replace fongo with Mongo Java Server for tests",3,Database,,1,0.98,
apache/camel,90f4acf746b0549002bc847337dee24b26d0f945,2011-01-31 17:28:40,org.slf4j:slf4j,commons-logging:commons-logging,"CAMEL-3605: Switching to use sfl4j as logger in camel-core.

git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1065692 13f79535-47bb-0310-9956-ffa450edef68",org.slf4j:slf4j commons-logging:commons-logging,"
CAMEL-3605: Switching to use sfl4j as logger in camel-core.",39,Logging,,1,0.98,
apache/camel,c639b46d2e8e440ea6acfff894a7f5e22a886830,2014-06-17 20:51:38,org.slf4j:log4j-over-slf4j,log4j:log4j,"Initial version of API component documentation report generator MOJO, minor re-factoring, fixed MOJO logging to use Log4J-SLF4J bridge to work with Maven 3.1.0 logging",org.slf4j:log4j-over-slf4j log4j:log4j,"
Initial version of API component documentation report generator MOJO, minor re-factoring, fixed MOJO logging to use Log4J-SLF4J bridge to work with Maven 3.1.0 logging",27,Logging,,1,0.7,Integration
apache/camel,c639b46d2e8e440ea6acfff894a7f5e22a886830,2014-06-17 20:51:38,org.slf4j:log4j-over-slf4j,org.slf4j:slf4j,"Initial version of API component documentation report generator MOJO, minor re-factoring, fixed MOJO logging to use Log4J-SLF4J bridge to work with Maven 3.1.0 logging",org.slf4j:log4j-over-slf4j org.slf4j:slf4j,"
Initial version of API component documentation report generator MOJO, minor re-factoring, fixed MOJO logging to use Log4J-SLF4J bridge to work with Maven 3.1.0 logging",26,Logging,,1,0.7,Integration
apache/camel,c639b46d2e8e440ea6acfff894a7f5e22a886830,2014-06-17 20:51:38,org.slf4j:slf4j,log4j:log4j,"Initial version of API component documentation report generator MOJO, minor re-factoring, fixed MOJO logging to use Log4J-SLF4J bridge to work with Maven 3.1.0 logging",org.slf4j:slf4j log4j:log4j,"
Initial version of API component documentation report generator MOJO, minor re-factoring, fixed MOJO logging to use Log4J-SLF4J bridge to work with Maven 3.1.0 logging",73,Logging,,1,0.7,Integration
apache/camel,a64a2796478cd6cb625f4efa2adb073daf1a5320,2016-03-31 08:37:39,com.github.ben-manes.caffeine:caffeine,com.googlecode.concurrentlinkedhashmap:concurrentlinkedhashmap-lru,CAMEL-8602: Java 8: ConcurrentLinkedHashMap -> Caffeine,com.github.ben-manes.caffeine:caffeine com.googlecode.concurrentlinkedhashmap:concurrentlinkedhashmap-lru,"
CAMEL-8602: Java 8: ConcurrentLinkedHashMap  laifuhewb  Caffeine",3,Utility,,1,0.9,
apache/camel,bdada3d51288202c0c8ec2da24147bd9147edf3b,2017-07-22 07:33:20,com.fasterxml.jackson,com.google.code.gson:gson,CAMEL-11574 - Switch lumberjack from Gson to Jackson in order to support long JSon values,com.fasterxml.jackson com.google.code.gson:gson,"
CAMEL-11574 - Switch lumberjack from Gson to Jackson in order to support long JSon values",34,Serialization,,1,0.95,Functionality
apache/camel,e7e47a81edf4206f04ad9972891c0ef154688016,2017-09-28 06:50:14,org.mockito:mockito,org.easymock:easymock,"CAMEL-11845: Migrate easymock and powermock to mockito

Migrate camel-mina and camel-mina2 from easymock to mockito.",org.mockito:mockito org.easymock:easymock,"CAMEL-11845: Migrate easymock and powermock to mockito
",15,Testing,,1,0.95,
